---- Reporte de Empleados ----
Nombre: Nombre: Test0 Apellido Ta0 || NSS: 000 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.000,00 €
Nombre: Nombre: Test257 Apellido Ta257 || NSS: 257 || Tipo de Empleado: EmpleadoPorComision || Salario: 62,85 €
Nombre: Nombre: Test258 Apellido Ta258 || NSS: 258 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.438,64 €
Nombre: Nombre: Test260 Apellido Ta260 || NSS: 260 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.260,00 €
Nombre: Nombre: Test261 Apellido Ta261 || NSS: 261 || Tipo de Empleado: EmpleadoPorHoras || Salario: 468.461,50 €
Nombre: Nombre: Test262 Apellido Ta262 || NSS: 262 || Tipo de Empleado: EmpleadoPorComision || Salario: 63,10 €
Nombre: Nombre: Test263 Apellido Ta263 || NSS: 263 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.444,04 €
Nombre: Nombre: Test265 Apellido Ta265 || NSS: 265 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.265,00 €
Nombre: Nombre: Test266 Apellido Ta266 || NSS: 266 || Tipo de Empleado: EmpleadoPorHoras || Salario: 479.814,00 €
Nombre: Nombre: Test267 Apellido Ta267 || NSS: 267 || Tipo de Empleado: EmpleadoPorComision || Salario: 63,35 €
Nombre: Nombre: Test268 Apellido Ta268 || NSS: 268 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.449,44 €
Nombre: Nombre: Test270 Apellido Ta270 || NSS: 270 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.270,00 €
Nombre: Nombre: Test271 Apellido Ta271 || NSS: 271 || Tipo de Empleado: EmpleadoPorHoras || Salario: 491.241,50 €
Nombre: Nombre: Test272 Apellido Ta272 || NSS: 272 || Tipo de Empleado: EmpleadoPorComision || Salario: 63,60 €
Nombre: Nombre: Test273 Apellido Ta273 || NSS: 273 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.454,84 €
Nombre: Nombre: Test275 Apellido Ta275 || NSS: 275 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.275,00 €
Nombre: Nombre: Test276 Apellido Ta276 || NSS: 276 || Tipo de Empleado: EmpleadoPorHoras || Salario: 502.744,00 €
Nombre: Nombre: Test277 Apellido Ta277 || NSS: 277 || Tipo de Empleado: EmpleadoPorComision || Salario: 63,85 €
Nombre: Nombre: Test278 Apellido Ta278 || NSS: 278 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.460,24 €
Nombre: Nombre: Test280 Apellido Ta280 || NSS: 280 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.280,00 €
Nombre: Nombre: Test281 Apellido Ta281 || NSS: 281 || Tipo de Empleado: EmpleadoPorHoras || Salario: 514.321,50 €
Nombre: Nombre: Test282 Apellido Ta282 || NSS: 282 || Tipo de Empleado: EmpleadoPorComision || Salario: 64,10 €
Nombre: Nombre: Test283 Apellido Ta283 || NSS: 283 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.465,64 €
Nombre: Nombre: Test285 Apellido Ta285 || NSS: 285 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.285,00 €
Nombre: Nombre: Test286 Apellido Ta286 || NSS: 286 || Tipo de Empleado: EmpleadoPorHoras || Salario: 525.974,00 €
Nombre: Nombre: Test287 Apellido Ta287 || NSS: 287 || Tipo de Empleado: EmpleadoPorComision || Salario: 64,35 €
Nombre: Nombre: Test288 Apellido Ta288 || NSS: 288 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.471,04 €
Nombre: Nombre: Test290 Apellido Ta290 || NSS: 290 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.290,00 €
Nombre: Nombre: Test291 Apellido Ta291 || NSS: 291 || Tipo de Empleado: EmpleadoPorHoras || Salario: 537.701,50 €
Nombre: Nombre: Test292 Apellido Ta292 || NSS: 292 || Tipo de Empleado: EmpleadoPorComision || Salario: 64,60 €
Nombre: Nombre: Test293 Apellido Ta293 || NSS: 293 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.476,44 €
Nombre: Nombre: Test295 Apellido Ta295 || NSS: 295 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.295,00 €
Nombre: Nombre: Test296 Apellido Ta296 || NSS: 296 || Tipo de Empleado: EmpleadoPorHoras || Salario: 549.504,00 €
Nombre: Nombre: Test297 Apellido Ta297 || NSS: 297 || Tipo de Empleado: EmpleadoPorComision || Salario: 64,85 €
Nombre: Nombre: Test298 Apellido Ta298 || NSS: 298 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.481,84 €
Nombre: Nombre: Test300 Apellido Ta300 || NSS: 300 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.300,00 €
Nombre: Nombre: Test301 Apellido Ta301 || NSS: 301 || Tipo de Empleado: EmpleadoPorHoras || Salario: 561.381,50 €
Nombre: Nombre: Test302 Apellido Ta302 || NSS: 302 || Tipo de Empleado: EmpleadoPorComision || Salario: 65,10 €
Nombre: Nombre: Test303 Apellido Ta303 || NSS: 303 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.487,24 €
Nombre: Nombre: Test305 Apellido Ta305 || NSS: 305 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.305,00 €
Nombre: Nombre: Test306 Apellido Ta306 || NSS: 306 || Tipo de Empleado: EmpleadoPorHoras || Salario: 573.334,00 €
Nombre: Nombre: Test307 Apellido Ta307 || NSS: 307 || Tipo de Empleado: EmpleadoPorComision || Salario: 65,35 €
Nombre: Nombre: Test308 Apellido Ta308 || NSS: 308 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.492,64 €
Nombre: Nombre: Test310 Apellido Ta310 || NSS: 310 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.310,00 €
Nombre: Nombre: Test311 Apellido Ta311 || NSS: 311 || Tipo de Empleado: EmpleadoPorHoras || Salario: 585.361,50 €
Nombre: Nombre: Test312 Apellido Ta312 || NSS: 312 || Tipo de Empleado: EmpleadoPorComision || Salario: 65,60 €
Nombre: Nombre: Test313 Apellido Ta313 || NSS: 313 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.498,04 €
Nombre: Nombre: Test315 Apellido Ta315 || NSS: 315 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.315,00 €
Nombre: Nombre: Test316 Apellido Ta316 || NSS: 316 || Tipo de Empleado: EmpleadoPorHoras || Salario: 597.464,00 €
Nombre: Nombre: Test317 Apellido Ta317 || NSS: 317 || Tipo de Empleado: EmpleadoPorComision || Salario: 65,85 €
Nombre: Nombre: Test318 Apellido Ta318 || NSS: 318 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.503,44 €
Nombre: Nombre: Test320 Apellido Ta320 || NSS: 320 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.320,00 €
Nombre: Nombre: Test321 Apellido Ta321 || NSS: 321 || Tipo de Empleado: EmpleadoPorHoras || Salario: 609.641,50 €
Nombre: Nombre: Test322 Apellido Ta322 || NSS: 322 || Tipo de Empleado: EmpleadoPorComision || Salario: 66,10 €
Nombre: Nombre: Test323 Apellido Ta323 || NSS: 323 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.508,84 €
Nombre: Nombre: Test325 Apellido Ta325 || NSS: 325 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.325,00 €
Nombre: Nombre: Test326 Apellido Ta326 || NSS: 326 || Tipo de Empleado: EmpleadoPorHoras || Salario: 621.894,00 €
Nombre: Nombre: Test327 Apellido Ta327 || NSS: 327 || Tipo de Empleado: EmpleadoPorComision || Salario: 66,35 €
Nombre: Nombre: Test328 Apellido Ta328 || NSS: 328 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.514,24 €
Nombre: Nombre: Test330 Apellido Ta330 || NSS: 330 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.330,00 €
Nombre: Nombre: Test331 Apellido Ta331 || NSS: 331 || Tipo de Empleado: EmpleadoPorHoras || Salario: 634.221,50 €
Nombre: Nombre: Test332 Apellido Ta332 || NSS: 332 || Tipo de Empleado: EmpleadoPorComision || Salario: 66,60 €
Nombre: Nombre: Test333 Apellido Ta333 || NSS: 333 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.519,64 €
Nombre: Nombre: Test335 Apellido Ta335 || NSS: 335 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.335,00 €
Nombre: Nombre: Test336 Apellido Ta336 || NSS: 336 || Tipo de Empleado: EmpleadoPorHoras || Salario: 646.624,00 €
Nombre: Nombre: Test337 Apellido Ta337 || NSS: 337 || Tipo de Empleado: EmpleadoPorComision || Salario: 66,85 €
Nombre: Nombre: Test338 Apellido Ta338 || NSS: 338 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.525,04 €
Nombre: Nombre: Test340 Apellido Ta340 || NSS: 340 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.340,00 €
Nombre: Nombre: Test341 Apellido Ta341 || NSS: 341 || Tipo de Empleado: EmpleadoPorHoras || Salario: 659.101,50 €
Nombre: Nombre: Test342 Apellido Ta342 || NSS: 342 || Tipo de Empleado: EmpleadoPorComision || Salario: 67,10 €
Nombre: Nombre: Test343 Apellido Ta343 || NSS: 343 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.530,44 €
Nombre: Nombre: Test345 Apellido Ta345 || NSS: 345 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.345,00 €
Nombre: Nombre: Test346 Apellido Ta346 || NSS: 346 || Tipo de Empleado: EmpleadoPorHoras || Salario: 671.654,00 €
Nombre: Nombre: Test347 Apellido Ta347 || NSS: 347 || Tipo de Empleado: EmpleadoPorComision || Salario: 67,35 €
Nombre: Nombre: Test348 Apellido Ta348 || NSS: 348 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.535,84 €
Nombre: Nombre: Test350 Apellido Ta350 || NSS: 350 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.350,00 €
Nombre: Nombre: Test351 Apellido Ta351 || NSS: 351 || Tipo de Empleado: EmpleadoPorHoras || Salario: 684.281,50 €
Nombre: Nombre: Test352 Apellido Ta352 || NSS: 352 || Tipo de Empleado: EmpleadoPorComision || Salario: 67,60 €
Nombre: Nombre: Test353 Apellido Ta353 || NSS: 353 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.541,24 €
Nombre: Nombre: Test355 Apellido Ta355 || NSS: 355 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.355,00 €
Nombre: Nombre: Test356 Apellido Ta356 || NSS: 356 || Tipo de Empleado: EmpleadoPorHoras || Salario: 696.984,00 €
Nombre: Nombre: Test357 Apellido Ta357 || NSS: 357 || Tipo de Empleado: EmpleadoPorComision || Salario: 67,85 €
Nombre: Nombre: Test358 Apellido Ta358 || NSS: 358 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.546,64 €
Nombre: Nombre: Test360 Apellido Ta360 || NSS: 360 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.360,00 €
Nombre: Nombre: Test361 Apellido Ta361 || NSS: 361 || Tipo de Empleado: EmpleadoPorHoras || Salario: 709.761,50 €
Nombre: Nombre: Test362 Apellido Ta362 || NSS: 362 || Tipo de Empleado: EmpleadoPorComision || Salario: 68,10 €
Nombre: Nombre: Test363 Apellido Ta363 || NSS: 363 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.552,04 €
Nombre: Nombre: Test365 Apellido Ta365 || NSS: 365 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.365,00 €
Nombre: Nombre: Test366 Apellido Ta366 || NSS: 366 || Tipo de Empleado: EmpleadoPorHoras || Salario: 722.614,00 €
Nombre: Nombre: Test367 Apellido Ta367 || NSS: 367 || Tipo de Empleado: EmpleadoPorComision || Salario: 68,35 €
Nombre: Nombre: Test368 Apellido Ta368 || NSS: 368 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.557,44 €
Nombre: Nombre: Test370 Apellido Ta370 || NSS: 370 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.370,00 €
Nombre: Nombre: Test371 Apellido Ta371 || NSS: 371 || Tipo de Empleado: EmpleadoPorHoras || Salario: 735.541,50 €
Nombre: Nombre: Test372 Apellido Ta372 || NSS: 372 || Tipo de Empleado: EmpleadoPorComision || Salario: 68,60 €
Nombre: Nombre: Test373 Apellido Ta373 || NSS: 373 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.562,84 €
Nombre: Nombre: Test375 Apellido Ta375 || NSS: 375 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.375,00 €
Nombre: Nombre: Test376 Apellido Ta376 || NSS: 376 || Tipo de Empleado: EmpleadoPorHoras || Salario: 748.544,00 €
Nombre: Nombre: Test377 Apellido Ta377 || NSS: 377 || Tipo de Empleado: EmpleadoPorComision || Salario: 68,85 €
Nombre: Nombre: Test378 Apellido Ta378 || NSS: 378 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.568,24 €
Nombre: Nombre: Test380 Apellido Ta380 || NSS: 380 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.380,00 €
Nombre: Nombre: Test381 Apellido Ta381 || NSS: 381 || Tipo de Empleado: EmpleadoPorHoras || Salario: 761.621,50 €
Nombre: Nombre: Test382 Apellido Ta382 || NSS: 382 || Tipo de Empleado: EmpleadoPorComision || Salario: 69,10 €
Nombre: Nombre: Test383 Apellido Ta383 || NSS: 383 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.573,64 €
Nombre: Nombre: Test385 Apellido Ta385 || NSS: 385 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.385,00 €
Nombre: Nombre: Test386 Apellido Ta386 || NSS: 386 || Tipo de Empleado: EmpleadoPorHoras || Salario: 774.774,00 €
Nombre: Nombre: Test387 Apellido Ta387 || NSS: 387 || Tipo de Empleado: EmpleadoPorComision || Salario: 69,35 €
Nombre: Nombre: Test388 Apellido Ta388 || NSS: 388 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.579,04 €
Nombre: Nombre: Test390 Apellido Ta390 || NSS: 390 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.390,00 €
Nombre: Nombre: Test391 Apellido Ta391 || NSS: 391 || Tipo de Empleado: EmpleadoPorHoras || Salario: 788.001,50 €
Nombre: Nombre: Test392 Apellido Ta392 || NSS: 392 || Tipo de Empleado: EmpleadoPorComision || Salario: 69,60 €
Nombre: Nombre: Test393 Apellido Ta393 || NSS: 393 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.584,44 €
Nombre: Nombre: Test395 Apellido Ta395 || NSS: 395 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.395,00 €
Nombre: Nombre: Test396 Apellido Ta396 || NSS: 396 || Tipo de Empleado: EmpleadoPorHoras || Salario: 801.304,00 €
Nombre: Nombre: Test397 Apellido Ta397 || NSS: 397 || Tipo de Empleado: EmpleadoPorComision || Salario: 69,85 €
Nombre: Nombre: Test398 Apellido Ta398 || NSS: 398 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.589,84 €
Nombre: Nombre: Test400 Apellido Ta400 || NSS: 400 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.400,00 €
Nombre: Nombre: Test401 Apellido Ta401 || NSS: 401 || Tipo de Empleado: EmpleadoPorHoras || Salario: 814.681,50 €
Nombre: Nombre: Test402 Apellido Ta402 || NSS: 402 || Tipo de Empleado: EmpleadoPorComision || Salario: 70,10 €
Nombre: Nombre: Test403 Apellido Ta403 || NSS: 403 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.595,24 €
Nombre: Nombre: Test405 Apellido Ta405 || NSS: 405 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.405,00 €
Nombre: Nombre: Test406 Apellido Ta406 || NSS: 406 || Tipo de Empleado: EmpleadoPorHoras || Salario: 828.134,00 €
Nombre: Nombre: Test407 Apellido Ta407 || NSS: 407 || Tipo de Empleado: EmpleadoPorComision || Salario: 70,35 €
Nombre: Nombre: Test408 Apellido Ta408 || NSS: 408 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.600,64 €
Nombre: Nombre: Test410 Apellido Ta410 || NSS: 410 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.410,00 €
Nombre: Nombre: Test411 Apellido Ta411 || NSS: 411 || Tipo de Empleado: EmpleadoPorHoras || Salario: 841.661,50 €
Nombre: Nombre: Test412 Apellido Ta412 || NSS: 412 || Tipo de Empleado: EmpleadoPorComision || Salario: 70,60 €
Nombre: Nombre: Test413 Apellido Ta413 || NSS: 413 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.606,04 €
Nombre: Nombre: Test415 Apellido Ta415 || NSS: 415 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.415,00 €
Nombre: Nombre: Test416 Apellido Ta416 || NSS: 416 || Tipo de Empleado: EmpleadoPorHoras || Salario: 855.264,00 €
Nombre: Nombre: Test417 Apellido Ta417 || NSS: 417 || Tipo de Empleado: EmpleadoPorComision || Salario: 70,85 €
Nombre: Nombre: Test418 Apellido Ta418 || NSS: 418 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.611,44 €
Nombre: Nombre: Test420 Apellido Ta420 || NSS: 420 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.420,00 €
Nombre: Nombre: Test421 Apellido Ta421 || NSS: 421 || Tipo de Empleado: EmpleadoPorHoras || Salario: 868.941,50 €
Nombre: Nombre: Test422 Apellido Ta422 || NSS: 422 || Tipo de Empleado: EmpleadoPorComision || Salario: 71,10 €
Nombre: Nombre: Test423 Apellido Ta423 || NSS: 423 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.616,84 €
Nombre: Nombre: Test425 Apellido Ta425 || NSS: 425 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.425,00 €
Nombre: Nombre: Test426 Apellido Ta426 || NSS: 426 || Tipo de Empleado: EmpleadoPorHoras || Salario: 882.694,00 €
Nombre: Nombre: Test427 Apellido Ta427 || NSS: 427 || Tipo de Empleado: EmpleadoPorComision || Salario: 71,35 €
Nombre: Nombre: Test428 Apellido Ta428 || NSS: 428 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.622,24 €
Nombre: Nombre: Test430 Apellido Ta430 || NSS: 430 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.430,00 €
Nombre: Nombre: Test431 Apellido Ta431 || NSS: 431 || Tipo de Empleado: EmpleadoPorHoras || Salario: 896.521,50 €
Nombre: Nombre: Test432 Apellido Ta432 || NSS: 432 || Tipo de Empleado: EmpleadoPorComision || Salario: 71,60 €
Nombre: Nombre: Test433 Apellido Ta433 || NSS: 433 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.627,64 €
Nombre: Nombre: Test435 Apellido Ta435 || NSS: 435 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.435,00 €
Nombre: Nombre: Test436 Apellido Ta436 || NSS: 436 || Tipo de Empleado: EmpleadoPorHoras || Salario: 910.424,00 €
Nombre: Nombre: Test437 Apellido Ta437 || NSS: 437 || Tipo de Empleado: EmpleadoPorComision || Salario: 71,85 €
Nombre: Nombre: Test438 Apellido Ta438 || NSS: 438 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.633,04 €
Nombre: Nombre: Test440 Apellido Ta440 || NSS: 440 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.440,00 €
Nombre: Nombre: Test441 Apellido Ta441 || NSS: 441 || Tipo de Empleado: EmpleadoPorHoras || Salario: 924.401,50 €
Nombre: Nombre: Test442 Apellido Ta442 || NSS: 442 || Tipo de Empleado: EmpleadoPorComision || Salario: 72,10 €
Nombre: Nombre: Test443 Apellido Ta443 || NSS: 443 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.638,44 €
Nombre: Nombre: Test445 Apellido Ta445 || NSS: 445 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.445,00 €
Nombre: Nombre: Test446 Apellido Ta446 || NSS: 446 || Tipo de Empleado: EmpleadoPorHoras || Salario: 938.454,00 €
Nombre: Nombre: Test447 Apellido Ta447 || NSS: 447 || Tipo de Empleado: EmpleadoPorComision || Salario: 72,35 €
Nombre: Nombre: Test448 Apellido Ta448 || NSS: 448 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.643,84 €
Nombre: Nombre: Test450 Apellido Ta450 || NSS: 450 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.450,00 €
Nombre: Nombre: Test451 Apellido Ta451 || NSS: 451 || Tipo de Empleado: EmpleadoPorHoras || Salario: 952.581,50 €
Nombre: Nombre: Test452 Apellido Ta452 || NSS: 452 || Tipo de Empleado: EmpleadoPorComision || Salario: 72,60 €
Nombre: Nombre: Test453 Apellido Ta453 || NSS: 453 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.649,24 €
Nombre: Nombre: Test455 Apellido Ta455 || NSS: 455 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.455,00 €
Nombre: Nombre: Test456 Apellido Ta456 || NSS: 456 || Tipo de Empleado: EmpleadoPorHoras || Salario: 966.784,00 €
Nombre: Nombre: Test457 Apellido Ta457 || NSS: 457 || Tipo de Empleado: EmpleadoPorComision || Salario: 72,85 €
Nombre: Nombre: Test458 Apellido Ta458 || NSS: 458 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.654,64 €
Nombre: Nombre: Test460 Apellido Ta460 || NSS: 460 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.460,00 €
Nombre: Nombre: Test461 Apellido Ta461 || NSS: 461 || Tipo de Empleado: EmpleadoPorHoras || Salario: 981.061,50 €
Nombre: Nombre: Test462 Apellido Ta462 || NSS: 462 || Tipo de Empleado: EmpleadoPorComision || Salario: 73,10 €
Nombre: Nombre: Test463 Apellido Ta463 || NSS: 463 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.660,04 €
Nombre: Nombre: Test465 Apellido Ta465 || NSS: 465 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.465,00 €
Nombre: Nombre: Test466 Apellido Ta466 || NSS: 466 || Tipo de Empleado: EmpleadoPorHoras || Salario: 995.414,00 €
Nombre: Nombre: Test467 Apellido Ta467 || NSS: 467 || Tipo de Empleado: EmpleadoPorComision || Salario: 73,35 €
Nombre: Nombre: Test468 Apellido Ta468 || NSS: 468 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.665,44 €
Nombre: Nombre: Test470 Apellido Ta470 || NSS: 470 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.470,00 €
Nombre: Nombre: Test471 Apellido Ta471 || NSS: 471 || Tipo de Empleado: EmpleadoPorHoras || Salario: 1.009.841,50 €
Nombre: Nombre: Test472 Apellido Ta472 || NSS: 472 || Tipo de Empleado: EmpleadoPorComision || Salario: 73,60 €
Nombre: Nombre: Test473 Apellido Ta473 || NSS: 473 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.670,84 €
Nombre: Nombre: Test475 Apellido Ta475 || NSS: 475 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.475,00 €
Nombre: Nombre: Test476 Apellido Ta476 || NSS: 476 || Tipo de Empleado: EmpleadoPorHoras || Salario: 1.024.344,00 €
Nombre: Nombre: Test477 Apellido Ta477 || NSS: 477 || Tipo de Empleado: EmpleadoPorComision || Salario: 73,85 €
Nombre: Nombre: Test478 Apellido Ta478 || NSS: 478 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.676,24 €
Nombre: Nombre: Test480 Apellido Ta480 || NSS: 480 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.480,00 €
Nombre: Nombre: Test481 Apellido Ta481 || NSS: 481 || Tipo de Empleado: EmpleadoPorHoras || Salario: 1.038.921,50 €
Nombre: Nombre: Test482 Apellido Ta482 || NSS: 482 || Tipo de Empleado: EmpleadoPorComision || Salario: 74,10 €
Nombre: Nombre: Test483 Apellido Ta483 || NSS: 483 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.681,64 €
Nombre: Nombre: Test485 Apellido Ta485 || NSS: 485 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.485,00 €
Nombre: Nombre: Test486 Apellido Ta486 || NSS: 486 || Tipo de Empleado: EmpleadoPorHoras || Salario: 1.053.574,00 €
Nombre: Nombre: Test487 Apellido Ta487 || NSS: 487 || Tipo de Empleado: EmpleadoPorComision || Salario: 74,35 €
Nombre: Nombre: Test488 Apellido Ta488 || NSS: 488 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.687,04 €
Nombre: Nombre: Test490 Apellido Ta490 || NSS: 490 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.490,00 €
Nombre: Nombre: Test491 Apellido Ta491 || NSS: 491 || Tipo de Empleado: EmpleadoPorHoras || Salario: 1.068.301,50 €
Nombre: Nombre: Test492 Apellido Ta492 || NSS: 492 || Tipo de Empleado: EmpleadoPorComision || Salario: 74,60 €
Nombre: Nombre: Test493 Apellido Ta493 || NSS: 493 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.692,44 €
Nombre: Nombre: Test495 Apellido Ta495 || NSS: 495 || Tipo de Empleado: EmpleadoAsalariado || Salario: 1.495,00 €
Nombre: Nombre: Test496 Apellido Ta496 || NSS: 496 || Tipo de Empleado: EmpleadoPorHoras || Salario: 1.083.104,00 €
Nombre: Nombre: Test497 Apellido Ta497 || NSS: 497 || Tipo de Empleado: EmpleadoPorComision || Salario: 74,85 €
Nombre: Nombre: Test498 Apellido Ta498 || NSS: 498 || Tipo de Empleado: EmpleadoAsalariadoPorComision || Salario: 1.697,84 €
--------------------------- 
Total a Pagar: 47.526.642,50 €
